,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,route_type
222,2017-07-17 0:55:00,40.853,-73.40952,2017-07-17 1:00:00,40.86866,-73.36285,300,rail
223,2017-07-17 0:55:00,40.66151,-73.70476,2017-07-17 0:59:00,40.66836,-73.68121,240,rail
224,2017-07-17 0:55:00,40.78721,-73.7261,2017-07-17 0:58:00,40.79672,-73.6999,180,rail
225,2017-07-17 0:55:00,40.74035,-73.08645,2017-07-17 1:02:00,40.76187,-73.01574,420,rail
226,2017-07-17 0:56:00,40.63676,-73.70514,2017-07-17 0:59:00,40.64924,-73.70183,180,rail
227,2017-07-17 0:56:00,40.71957,-73.84481,2017-07-17 0:58:00,40.70964,-73.83089,120,rail
228,2017-07-17 0:56:00,40.64924,-73.70183,2017-07-17 0:59:00,40.63676,-73.70514,180,rail
229,2017-07-17 0:56:00,40.76314,-73.77125,2017-07-17 0:59:00,40.76143,-73.78996,180,rail
230,2017-07-17 0:56:00,40.67298,-73.50896,2017-07-17 0:59:00,40.67572,-73.48657,180,rail
231,2017-07-17 0:57:00,40.6758,-73.90281,2017-07-17 1:02:00,40.67838,-73.94822,300,rail
232,2017-07-17 0:57:00,40.70068,-73.32405,2017-07-17 1:02:00,40.68826,-73.36921,300,rail
233,2017-07-17 0:57:00,40.78083,-73.24361,2017-07-17 1:00:00,40.76948,-73.29356,180,rail
234,2017-07-17 0:58:00,40.79672,-73.6999,2017-07-17 1:00:00,40.81069,-73.69521,120,rail
235,2017-07-17 0:58:00,40.70964,-73.83089,2017-07-17 1:02:00,40.6996,-73.80853,240,rail
236,2017-07-17 0:58:00,40.75345,-73.58586,2017-07-17 1:03:00,40.74034,-73.64086,300,rail
237,2017-07-17 0:58:00,40.73583,-73.20932,2017-07-17 1:03:00,40.72443,-73.25408,300,rail
238,2017-07-17 0:59:00,40.63676,-73.70514,2017-07-17 1:01:00,40.63133,-73.71371,120,rail
239,2017-07-17 0:59:00,40.66836,-73.68121,2017-07-17 1:01:00,40.67547,-73.66886,120,rail
240,2017-07-17 0:59:00,40.64924,-73.70183,2017-07-17 1:03:00,40.66151,-73.70476,240,rail
241,2017-07-17 0:59:00,40.76717,-73.52853,2017-07-17 1:05:00,40.74303,-73.48344,360,rail
242,2017-07-17 0:59:00,40.76143,-73.78996,2017-07-17 1:01:00,40.76164,-73.80176,120,rail
243,2017-07-17 0:59:00,40.67572,-73.48657,2017-07-17 1:01:00,40.67692,-73.46905,120,rail
244,2017-07-17 10:00:00,40.74034,-73.64086,2017-07-17 10:15:00,40.6996,-73.80853,900,rail
245,2017-07-17 10:00:00,40.73591,-73.44124,2017-07-17 10:05:00,40.74303,-73.48344,300,rail
246,2017-07-17 10:00:00,40.74584,-73.90297,2017-07-17 10:10:00,40.75789,-73.83135,600,rail
247,2017-07-17 10:00:00,40.6996,-73.80853,2017-07-17 10:09:00,40.74584,-73.90297,540,rail
248,2017-07-17 10:01:00,40.76164,-73.80176,2017-07-17 10:04:00,40.75789,-73.83135,180,rail
249,2017-07-17 10:01:00,40.65672,-73.60716,2017-07-17 10:04:00,40.65831,-73.64655,180,rail
250,2017-07-17 10:01:00,40.66847,-73.75175,2017-07-17 10:04:00,40.67513,-73.76504,180,rail
